site_id,backend,fetched_at,group_id,group_name,rate_multiplier,status,platform,description
hubway,sub2api,2026-07-21T02:46:55Z,35,GROK-SUPER,1,active,grok,支持grok全系列模型视频生成480p的0.02一秒720p的0.04一秒 支持生图2分
hubway,sub2api,2026-07-21T02:46:55Z,25,im2high生图4K--0.15一张,1,active,openai,速度快质量高
hubway,sub2api,2026-07-21T02:46:55Z,23,im2生图2k/4k--0.06一张,1,active,openai,中质量原生4K
hubway,sub2api,2026-07-21T02:46:55Z,32,生图-特价-0.02一张,1,active,openai,仅支持1K，2分一张
hubway,sub2api,2026-07-21T02:46:55Z,37,视频测试,1,active,grok,
hubway,sub2api,2026-07-21T02:46:55Z,27,香蕉2-0.06一张,1,active,gemini,支持2k 4k
hubway,sub2api,2026-07-21T02:46:55Z,26,香蕉pro-0.08一张,1,active,gemini,支持2k/4k
iaiguo,sub2api,2026-07-21T02:49:59Z,33,Claude max（官方满血测试）,1.41,active,anthropic,
iaiguo,sub2api,2026-07-21T02:49:59Z,31,GROK生图（不选也可以）,1,active,openai,
iaiguo,sub2api,2026-07-21T02:49:59Z,29,banana-image（不选这个也能用）,1,active,openai,banana
iaiguo,sub2api,2026-07-21T02:49:59Z,27,claude kiro（亚马逊略差一些）,0.21,active,anthropic,
iaiguo,sub2api,2026-07-21T02:49:59Z,36,grok cli,0.13,active,grok,
iaiguo,sub2api,2026-07-21T02:49:59Z,2,普通,0.19,active,openai,gpt
iaiguo,sub2api,2026-07-21T02:49:59Z,21,生图专用,1,active,openai,
iaiguo,sub2api,2026-07-21T02:49:59Z,24,视频生成专用,1,active,openai,Seedance 与 Grok 共用的视频生成专用分组。价格由视频生成模块按对应模型规则计费。
iaiguo,sub2api,2026-07-21T02:49:59Z,9,高水准,0.31,active,openai,plus/pro
klinkw,sub2api,2026-07-21T02:51:12Z,2,ChatGPT Team,0.15,active,openai,GPT
klinkw,sub2api,2026-07-21T02:51:12Z,9,ChatGPT 纯Pro分组,0.24,active,openai,
klinkw,sub2api,2026-07-21T02:51:12Z,13,Claude Max,1.1,active,anthropic,
klinkw,sub2api,2026-07-21T02:51:12Z,10,Claude-Kiro,0.2,active,anthropic,
klinkw,sub2api,2026-07-21T02:51:12Z,35,Gork,0.12,active,grok,
littleapi,sub2api,2026-07-21T02:50:04Z,7,Antigravity渠道带缓存,0.42,active,anthropic,claude-Antigravity逆向渠道，带缓存
littleapi,sub2api,2026-07-21T02:50:04Z,49,Claude-max,0.8,active,anthropic,
littleapi,sub2api,2026-07-21T02:50:04Z,8,Gemini Image Pool,0.5,active,gemini,gemini系列模型，支持生图
littleapi,sub2api,2026-07-21T02:50:04Z,52,Gork,0.5,active,grok,"Test group, we cannot guarantee its stability."
littleapi,sub2api,2026-07-21T02:50:04Z,6,Kiro渠道高缓存混合号池,0.13,active,anthropic,claude-kiro逆向渠道，无缓存
littleapi,sub2api,2026-07-21T02:50:04Z,9,PLUS混合号池稳定,0.09,active,openai,plus为主，pro兜底
littleapi,sub2api,2026-07-21T02:50:04Z,25,PRO x20,0.12,active,openai,严禁破限提示词，破限封号处理， 需要批量重构、多文件解析、自动单元测试、持续集成 处理百万行级大型代码仓库，对限流零容忍 
pinaic,sub2api,2026-07-21T02:48:40Z,69,CCMAX,14,active,anthropic,claudemax 账号池渠道，据说
pinaic,sub2api,2026-07-21T02:48:40Z,45,PLUS 渠道,2,active,openai,号池 兜底渠道 生图2k1毛
pinaic,sub2api,2026-07-21T02:48:40Z,57,Pro 正价池,3,active,openai,自建Pro号池 生图2k5 毛，不建议生图，仅兼容 傻逼openai10天封号，搞不动
pinaic,sub2api,2026-07-21T02:48:40Z,82,gemini,2,active,gemini,
pinaic,sub2api,2026-07-21T02:48:40Z,83,gemini生图,2,active,gemini,2k 4刀 1k 2刀 4k 6 刀
pinaic,sub2api,2026-07-21T02:48:40Z,81,kiro高缓,2.4,active,anthropic,kiro高缓
pinaic,sub2api,2026-07-21T02:48:40Z,73,kiro默认,1.2,active,anthropic,kiro默认
torchai,newapi,2026-07-21T02:51:26Z,Gemini,Gemini,0.4,,,
torchai,newapi,2026-07-21T02:51:26Z,adobe图,adobe图,1.0,,,
torchai,newapi,2026-07-21T02:51:26Z,claude-max,claude-max,1.4,,,max号池
torchai,newapi,2026-07-21T02:51:26Z,claude-max-高并发,claude-max-高并发,1.6,,,claude-max-高并发
torchai,newapi,2026-07-21T02:51:26Z,claude福利,claude福利,2.0,,,
torchai,newapi,2026-07-21T02:51:26Z,codex-pro,codex-pro,0.3,,,pro池
torchai,newapi,2026-07-21T02:51:26Z,default,default,1.0,,,默认分组
torchai,newapi,2026-07-21T02:51:26Z,gemini画图,gemini画图,1.0,,,gemini画图
torchai,newapi,2026-07-21T02:51:26Z,gpt-image,gpt-image,0.65,,,画图池
torchai,newapi,2026-07-21T02:51:26Z,grok-逆,grok-逆,0.03,,,
torchai,newapi,2026-07-21T02:51:26Z,特价codex,特价codex,0.13,,,特价codex（非pro）
yybb,sub2api,2026-07-21T01:08:09Z,5,ClaudeCodeKiro,0.5,active,anthropic,
yybb,sub2api,2026-07-21T01:08:09Z,2,Codex,0.15,active,openai,"暂时不可用,请勿选择"
yybb,sub2api,2026-07-21T01:08:09Z,17,Codex Pro,0.2,active,openai,"禁止破限,发现封号"
yybb,sub2api,2026-07-21T01:08:09Z,19,Image2-特价,1,active,openai,质量不稳定 0.05一张
